Epoch 1, Loss: 2.8773638080726176
Epoch 2, Loss: 2.710299983082876
Epoch 3, Loss: 2.710276919950229
Epoch 4, Loss: 2.7102632141570924
Epoch 5, Loss: 2.7102513398780315
Epoch 6, Loss: 2.7102489521986652
Epoch 7, Loss: 2.7102386803092946
Epoch 8, Loss: 2.710229997703339
Epoch 9, Loss: 2.7102229019276356
Epoch 10, Loss: 2.7102137886342996
Epoch 11, Loss: 2.710207811486703
Epoch 12, Loss: 2.7102007574809006
Epoch 13, Loss: 2.7101927232574
Epoch 14, Loss: 2.7101848585043733
Epoch 15, Loss: 2.7101768249150897
Epoch 16, Loss: 2.7101671639871086
Epoch 17, Loss: 2.710232521442681
Epoch 18, Loss: 2.710240507711117
Epoch 19, Loss: 2.7102230247536987
Epoch 20, Loss: 2.7102018451488883
Epoch 21, Loss: 2.710174586541757
Epoch 22, Loss: 2.7101393795560984
Epoch 23, Loss: 2.710092667754739
Epoch 24, Loss: 2.710028449475697
Epoch 25, Loss: 2.7099398648295803
Epoch 26, Loss: 2.7098106006556275
Epoch 27, Loss: 2.709622873604654
Epoch 28, Loss: 2.7093288727587086
Epoch 29, Loss: 2.708858166329953
Epoch 30, Loss: 2.70803554740508
Epoch 31, Loss: 2.706526266760716
Epoch 32, Loss: 2.703505613361537
Epoch 33, Loss: 2.6966212187610674
Epoch 34, Loss: 2.679389736831808
Epoch 35, Loss: 2.6364399145237982
Epoch 36, Loss: 2.6053494616629878
Epoch 37, Loss: 2.5718571228324634
Epoch 38, Loss: 2.5170756862437305
Epoch 39, Loss: 2.466778158256089
Epoch 40, Loss: 2.4335242137199575
Epoch 41, Loss: 2.4006372087707826
Epoch 42, Loss: 2.378411029956152
Epoch 43, Loss: 2.366101728949834
Epoch 44, Loss: 2.359112064278199
Epoch 45, Loss: 2.3424999859206572
Epoch 46, Loss: 2.3264901798070636
Epoch 47, Loss: 2.320266076494843
Epoch 48, Loss: 2.3064964417537572
Epoch 49, Loss: 2.304525264094351
Epoch 50, Loss: 2.305330397149163
Epoch 51, Loss: 2.299235358119868
Epoch 52, Loss: 2.2900089137792814
Epoch 53, Loss: 2.284743348086324
Epoch 54, Loss: 2.297396495427792
Epoch 55, Loss: 2.2935842106384383
Epoch 56, Loss: 2.2952730529932044
Epoch 57, Loss: 2.2886979752736325
Epoch 58, Loss: 2.2812588533694194
Epoch 59, Loss: 2.2781921901296043
Epoch 60, Loss: 2.265404471920648
Epoch 61, Loss: 2.261828273754013
Epoch 62, Loss: 2.261588515341549
Epoch 63, Loss: 2.2573190348578676
Epoch 64, Loss: 2.2564770434318655
Epoch 65, Loss: 2.2620203513511963
Epoch 66, Loss: 2.2541653679202227
Epoch 67, Loss: 2.2460424337891385
Epoch 68, Loss: 2.254937531899085
Epoch 69, Loss: 2.244730044358309
Epoch 70, Loss: 2.2400826084966172
Epoch 71, Loss: 2.2390704244822746
Epoch 72, Loss: 2.23882367862661
Epoch 73, Loss: 2.242837499786119
Epoch 74, Loss: 2.2323091371863506
Epoch 75, Loss: 2.2310004997033186
Epoch 76, Loss: 2.2329911320814135
Epoch 77, Loss: 2.2338614486597352
Epoch 78, Loss: 2.233474572010306
Epoch 79, Loss: 2.2310872392584136
Epoch 80, Loss: 2.2258093997066295
Epoch 81, Loss: 2.227114205095328
Epoch 82, Loss: 2.2363847294969705
Epoch 83, Loss: 2.2301964372156937
Epoch 84, Loss: 2.2238992613616793
Epoch 85, Loss: 2.2282757981378487
Epoch 86, Loss: 2.226927537282466
Epoch 87, Loss: 2.219876270206195
Epoch 88, Loss: 2.227728559643739
Epoch 89, Loss: 2.224966155813601
Epoch 90, Loss: 2.2240390503469656
Epoch 91, Loss: 2.228459362412752
Epoch 92, Loss: 2.2219397944623567
Epoch 93, Loss: 2.2194389759089406
Epoch 94, Loss: 2.2271511767780083
Epoch 95, Loss: 2.220801317065243
Epoch 96, Loss: 2.2190620177568103
Epoch 97, Loss: 2.2220252305523336
Epoch 98, Loss: 2.2185998485810177
Epoch 99, Loss: 2.2151875266799217
Epoch 100, Loss: 2.2134204258796633
Epoch 101, Loss: 2.213750900100373
Epoch 102, Loss: 2.21288615526825
Epoch 103, Loss: 2.2097880666324765
Epoch 104, Loss: 2.2122670869234353
Epoch 105, Loss: 2.207955770833196
Epoch 106, Loss: 2.2085595963398
Epoch 107, Loss: 2.2052074336407594
Epoch 108, Loss: 2.204822814611408
Epoch 109, Loss: 2.204040897261159
Epoch 110, Loss: 2.202362082539337
Epoch 111, Loss: 2.2048403792116504
Epoch 112, Loss: 2.1994224358331276
Epoch 113, Loss: 2.1964396164931466
Epoch 114, Loss: 2.1946509931579743
Epoch 115, Loss: 2.191693228272253
Epoch 116, Loss: 2.1949040657205594
Epoch 117, Loss: 2.192040083858488
Epoch 118, Loss: 2.189555405399439
Epoch 119, Loss: 2.1849029095739048
Epoch 120, Loss: 2.181758138531035
Epoch 121, Loss: 2.1806054294863
Epoch 122, Loss: 2.179821463246788
Epoch 123, Loss: 2.180860390946455
Epoch 124, Loss: 2.177362174250472
Epoch 125, Loss: 2.174599972554886
Epoch 126, Loss: 2.1754058089286747
Epoch 127, Loss: 2.1731509456882754
Epoch 128, Loss: 2.171175456080268
Epoch 129, Loss: 2.176037347243044
Epoch 130, Loss: 2.1694061854457556
Epoch 131, Loss: 2.172263221656391
Epoch 132, Loss: 2.166147966037266
Epoch 133, Loss: 2.166457679938176
Epoch 134, Loss: 2.166553956291897
Epoch 135, Loss: 2.160244261808552
Epoch 136, Loss: 2.156304763777132
