Epoch 1, Loss: 3.1793232113569267
Epoch 2, Loss: 2.745934634044327
Epoch 3, Loss: 2.7296088809746397
Epoch 4, Loss: 2.7288988804681016
Epoch 5, Loss: 2.7288504032371206
Epoch 6, Loss: 2.7288442950865526
Epoch 7, Loss: 2.728843207034398
Epoch 8, Loss: 2.7288429686864397
Epoch 9, Loss: 2.7288429161243823
Epoch 10, Loss: 2.7288428438714303
Epoch 11, Loss: 2.7288427933835684
Epoch 12, Loss: 2.728842740306494
Epoch 13, Loss: 2.7288426963852634
Epoch 14, Loss: 2.7288426425967542
Epoch 15, Loss: 2.7288425873189235
Epoch 16, Loss: 2.7288425520741257
Epoch 17, Loss: 2.728842483326038
Epoch 18, Loss: 2.7288424477603606
Epoch 19, Loss: 2.7288423865892746
Epoch 20, Loss: 2.7288423495657583
Epoch 21, Loss: 2.7288423183005994
Epoch 22, Loss: 2.728842291554883
Epoch 23, Loss: 2.7288422665766983
Epoch 24, Loss: 2.728842244699074
Epoch 25, Loss: 2.728842223163378
Epoch 26, Loss: 2.7288422040282394
Epoch 27, Loss: 2.7288421862967387
Epoch 28, Loss: 2.728842169299215
Epoch 29, Loss: 2.728842153903949
Epoch 30, Loss: 2.728842140081733
Epoch 31, Loss: 2.7288421271941052
Epoch 32, Loss: 2.728842115626163
Epoch 33, Loss: 2.7288421039918545
Epoch 34, Loss: 2.728842091780631
Epoch 35, Loss: 2.728842080058516
Epoch 36, Loss: 2.728842068692226
Epoch 37, Loss: 2.7288420572073275
Epoch 38, Loss: 2.7288420458677565
Epoch 39, Loss: 2.728842034959788
Epoch 40, Loss: 2.728842024659726
Epoch 41, Loss: 2.7288420143210996
Epoch 42, Loss: 2.728842004161632
Epoch 43, Loss: 2.728841995062628
Epoch 44, Loss: 2.7288419857337307
Epoch 45, Loss: 2.728841976307778
Epoch 46, Loss: 2.728841966789969
Epoch 47, Loss: 2.7288419567724076
Epoch 48, Loss: 2.7288419466868343
Epoch 49, Loss: 2.728841935801605
Epoch 50, Loss: 2.7288419241166944
Epoch 51, Loss: 2.728841912715528
Epoch 52, Loss: 2.7288419010395706
Epoch 53, Loss: 2.7288418904808314
Epoch 54, Loss: 2.7288418803048007
Epoch 55, Loss: 2.728841870102375
Epoch 56, Loss: 2.7288418606438505
Epoch 57, Loss: 2.728841852012925
Epoch 58, Loss: 2.7288418435694433
Epoch 59, Loss: 2.7288418352599106
Epoch 60, Loss: 2.7288418269144357
Epoch 61, Loss: 2.7288418187849612
Epoch 62, Loss: 2.728841810695564
Epoch 63, Loss: 2.728841802479317
Epoch 64, Loss: 2.7288417943846444
Epoch 65, Loss: 2.7288417864177625
Epoch 66, Loss: 2.7288417783375176
Epoch 67, Loss: 2.728841770571332
Epoch 68, Loss: 2.72884176257872
Epoch 69, Loss: 2.728841754720309
Epoch 70, Loss: 2.728841746765734
Epoch 71, Loss: 2.7288417386101242
Epoch 72, Loss: 2.7288417306062938
Epoch 73, Loss: 2.728841722585189
Epoch 74, Loss: 2.728841714354878
Epoch 75, Loss: 2.7288417059838688
Epoch 76, Loss: 2.7288416976740075
Epoch 77, Loss: 2.7288416894000003
Epoch 78, Loss: 2.7288416812790617
Epoch 79, Loss: 2.7288416732990126
Epoch 80, Loss: 2.7288416653103726
Epoch 81, Loss: 2.728841657321668
Epoch 82, Loss: 2.7288416490677845
Epoch 83, Loss: 2.728841640745336
Epoch 84, Loss: 2.728841632542956
Epoch 85, Loss: 2.72884162444026
Epoch 86, Loss: 2.7288416163154423
Epoch 87, Loss: 2.7288416082415803
Epoch 88, Loss: 2.7288416001420943
Epoch 89, Loss: 2.7288415917547186
Epoch 90, Loss: 2.7288415829463375
Epoch 91, Loss: 2.7288415742002994
Epoch 92, Loss: 2.7288415659384953
Epoch 93, Loss: 2.7288415580767866
Epoch 94, Loss: 2.7288415503537884
Epoch 95, Loss: 2.7288415426626282
Epoch 96, Loss: 2.728841534909926
Epoch 97, Loss: 2.728841527245196
Epoch 98, Loss: 2.728841519635504
Epoch 99, Loss: 2.728841512135955
Epoch 100, Loss: 2.728841504805396
